6.595675936548761609e-01,4.515335601750076755e+00,9.595416683904509636e-01,1.028389114709917507e-01,-1.111425404805541778e-01,5.605251881235328026e-01
9.256534435127459215e-01,4.584830819383923561e+00,1.002195041358005856e+00,2.650419912971118119e-01,-1.117118129409340327e-01,4.824096756264358299e-01
2.001240560281528358e-01,2.266449759957031240e+00,-3.560485065464447096e-01,-1.805133100173539118e+00,2.792348350027725745e-01,2.687992783317888712e+00
3.535998545814309502e-01,2.276963891563759557e+00,-3.526448450070318597e-01,-1.716657291210096581e+00,3.246622850611436961e-01,2.594565679378884937e+00
2.300733672231647653e-01,2.195019396947101242e+00,-4.183682311072554616e-01,-1.551505265376268650e+00,3.856615534356256370e-01,2.355186220306576761e+00
3.956018669882370165e-01,1.995676918028643776e+00,-4.247498171370819864e-01,-1.603991082807422863e+00,3.192026172171056331e-01,2.439402935360019953e+00
2.723739629272969864e-01,2.255946667948936391e+00,-2.520273734741113603e-01,-1.273927848233375348e+00,2.635128662663549504e-01,2.058238357850698197e+00
4.032290478167510073e-01,2.232737744565622240e+00,-4.658887855813498846e-01,-1.614610595308540342e+00,3.648309803451769140e-01,2.456366756514063887e+00
6.838273756752910604e-01,1.930380648881818262e+00,-5.862723669508660557e-02,-4.774319182894554148e-01,3.937330682640451940e-01,1.456220108839393790e+00
4.923318395572477968e-01,2.503923092706696885e+00,3.411627266373090106e-01,-3.183667316256300062e-01,2.053751189565561353e-01,1.070850161873406758e+00
2.240068116957505684e-01,3.931573414208335837e+00,3.183328419744079762e-01,-4.341213177445641946e-01,2.556408915166448192e-01,1.046133970366789567e+00
5.693802377364532985e-01,4.118025788738084891e+00,7.253140628028078574e-01,1.455439384398328762e-01,9.959375962342645328e-02,6.174424905755795390e-01
4.439866400453869044e-01,3.333380449958931013e+00,1.916775403294530000e-01,-2.318497207801381577e-01,2.918277487289566707e-01,1.091424273876557161e+00
9.417104967155803807e-02,2.030697125710295037e+00,-5.396466285338774593e-01,-1.926281082708244385e+00,4.029951897381718884e-01,2.423119025367486579e+00
5.883490825817029313e-01,4.501099278363278167e+00,1.142760460435129133e+00,1.552228585655710258e-01,-2.122461581575391110e-01,4.944981560525285036e-01
5.765551974044398342e-01,4.675748704803886824e+00,8.773546634986982840e-01,8.343322950297558938e-02,1.251046385019592977e-01,6.845499234638289243e-01
2.941687716252830431e-01,4.543574292450577090e+00,5.169425968008615202e-01,-2.252674281419552171e-01,2.639367392916847077e-01,9.664023522577329661e-01
3.177477401207065011e-01,4.265005717898923798e+00,4.803221427896072204e-01,-1.826211383125451726e-01,3.659186578518796584e-01,8.981889469786464852e-01
-2.570876025093463482e-02,5.111802912819996436e+00,5.135873650692031056e-01,-4.527211412292884707e-01,2.958021475759911034e-01,1.066309798597923741e+00
1.304170587830089656e-01,4.301346257409940144e+00,2.609739834155690441e-01,-4.074645757324186768e-01,2.234047180230663843e-01,1.141689588736962691e+00
1.288212063796370654e-01,4.661545014724634228e+00,6.815000411223210985e-01,-2.868044355482598506e-01,2.580377287990553437e-01,9.161762344488215692e-01
2.107672516929892659e-01,3.575158492829644707e+00,3.220142793299014539e-01,-3.755129154452033213e-01,2.536263647034171509e-01,1.076954599876813745e+00
3.936602225703808022e-01,4.408389422674843239e+00,4.794092914733732447e-01,5.299737791883698916e-03,1.912012119322778481e-01,8.368313518230229286e-01
3.213623883115310220e-01,3.968912801890996267e+00,5.454678037879150398e-01,-1.632553296631683581e-01,1.325783430108810057e-01,9.720667806402988331e-01
7.056966205035506423e-01,4.452971573657012350e+00,9.021598805893238371e-01,3.687709331447522332e-01,1.940581491238957401e-02,6.514314739929820686e-01
6.660854944289087420e-01,4.585061857571500532e+00,1.041347229004339514e+00,2.563907554898783303e-01,3.851838904467892732e-03,5.588676087148103377e-01
5.955661017058165863e-01,4.859211928512640277e+00,1.024259282181427366e+00,1.585949588722535830e-01,6.124366569728285220e-02,6.453013929845271557e-01
6.760964421157122928e-01,1.954133453780993568e+00,-2.161490875279870050e-01,-1.279602885732767481e+00,3.566503245184126647e-01,2.044419068637560954e+00
1.041547605959900480e+00,2.043581992715272744e+00,-7.782368594199466638e-02,-9.001269834650010848e-01,4.609645450786025167e-01,1.761928446119571223e+00
7.339072491258302744e-01,2.063847922713666794e+00,-1.646342927058838390e-01,-1.267426333231788771e+00,3.285207715131686634e-01,2.234139165147141171e+00
7.205156933073029180e-01,4.357075147175947905e+00,9.364101121151141571e-01,1.735180989319861922e-01,-8.947117476195845520e-02,5.241948080711129609e-01
4.832645223505539489e-01,4.085317103827992291e+00,4.971283401865279061e-01,6.164573885166615280e-02,1.272664727393912065e-01,7.872840706184001114e-01
4.901066296625203877e-01,4.515440801867692144e+00,1.114372934611052246e+00,1.196481850930352087e-01,-8.157681922804539687e-02,5.597814877686464463e-01
1.725338248905914085e-01,2.012581895105794327e+00,-3.565743588394967301e-01,-1.838614880258165662e+00,3.881840025695957319e-01,2.311146172080582151e+00
-7.936451354152379567e-02,5.871654262069270658e+00,6.404322183840219784e-01,-6.265930371045876912e-01,2.206905265582510822e-01,1.196656587723981424e+00
5.878719350414609440e-02,2.370601191223853821e+00,-2.125450252138277596e-01,-8.911099250728841126e-01,3.476521690261008546e-01,1.622128691445789084e+00
1.123410738070098197e-01,3.989657974297518894e+00,2.981719360255357665e-01,-4.253967336925206233e-01,3.171263265231146766e-01,1.155368837235829949e+00
-2.605181783304816867e-01,5.538632336467074424e+00,5.642973196408697101e-01,-4.838695079694420031e-01,3.529893448817478796e-01,1.172207483996154043e+00
8.677371420172558247e-02,4.500573379400095497e+00,8.151436272321307408e-01,-1.013705518454091348e-01,3.128136886208791601e-01,8.106735294167597417e-01
2.067068476164588553e-01,2.089314342060309304e+00,-4.295637906678954065e-01,-1.541004287154276620e+00,2.162236843964201183e-01,2.281526257769972865e+00
